Station,Date,Tmax,Tmin,Tavg,Depart,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,CodeSum,Depth,Water1,SnowFall,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed,weekday_name,day,month,year,temp_spread,Tavg2,r_humidity,len_day
2,2013-08-09,84,62,73.0,-2,14.44,65,0, 8,453,1902, ,M,M,M,0.00,29.34,29.97,4.9,27,5.6,Friday,9,August,2013,22,22.78,0.59,869.4000000000001
1,2013-08-10,81,64,73.0,0,13.89,M,0, 8,454,1900, ,0,M,0.0,0.00,M,30.08,5.3,5,6.5,Saturday,10,August,2013,17,22.78,0.57,867.6
2,2013-08-10,81,68,75.0,0,12.78,63,0,10,454,1900, ,M,M,M,0.00,M,30.07,6.0,6,7.4,Saturday,10,August,2013,13,23.89,0.5,867.6
1,2013-08-11,81,60,71.0,-2,16.11,M,0, 6,455,1859,RA,0,M,0.0,0.01,29.35,30.07,2.0,27,3.0,Sunday,11,August,2013,21,21.67,0.71,842.4000000000001
2,2013-08-11,84,63,74.0,-2,13.89,64,0, 9,455,1859, ,M,M,M,0,29.42,30.06,4.0,24,5.4,Sunday,11,August,2013,21,23.33,0.55,842.4000000000001
1,2013-08-12,82,67,75.0,2,18.33,68,0,10,456,1858,RA DZ,0,M,0.0,0.27,29.21,29.93,3.5,27,7.5,Monday,12,August,2013,15,23.89,0.71,841.2
2,2013-08-12,85,69,77.0,2,17.22,M,0,12,456,1858,RA,M,M,M,0.66,29.27,29.92,4.5,26,7.7,Monday,12,August,2013,16,25.0,0.62,841.2
1,2013-08-13,70,58,64.0,-9,11.11,58,1, 0,457,1856, ,0,M,0.0,0.00,29.37,30.07,8.7,3,9.6,Tuesday,13,August,2013,12,17.78,0.65,839.3999999999999
2,2013-08-13,71,62,67.0,-9,10.0,57,0, 2,457,1856, ,M,M,M,0.00,29.42,30.06,11.2,2,11.9,Tuesday,13,August,2013,9,19.44,0.54,839.3999999999999
1,2013-08-14,72,56,64.0,-8,10.0,56,1, 0,458,1855, ,0,M,0.0,0.00,29.44,30.16,3.9,4,7.1,Wednesday,14,August,2013,16,17.78,0.6,838.2
2,2013-08-14,71,58,65.0,-8,9.44,56,0, 0,458,1855, ,M,M,M,0.00,29.52,30.16,3.0,3,7.0,Wednesday,14,August,2013,13,18.33,0.56,838.2
1,2013-08-15,75,55,65.0,-7,11.67,58,0, 0,459,1854, ,0,M,0.0,0.00,29.40,30.13,4.2,24,4.9,Thursday,15,August,2013,20,18.33,0.65,836.9999999999999
2,2013-08-15,74,57,66.0,-7,10.0,58,0, 1,459,1854, ,M,M,M,0.00,29.47,30.13,4.5,22,5.0,Thursday,15,August,2013,17,18.89,0.56,836.9999999999999
1,2013-08-16,82,55,69.0,-3,11.11,60,0, 4,500,1852, ,0,M,0.0,0.00,29.44,30.15,2.8,4,5.2,Friday,16,August,2013,27,20.56,0.55,811.2
2,2013-08-16,82,58,70.0,-3,10.56,60,0, 5,500,1852, ,M,M,M,0.00,29.50,30.14,5.0,7,5.8,Friday,16,August,2013,24,21.11,0.51,811.2
1,2013-08-17,81,57,69.0,-3,13.33,62,0, 4,501,1851, ,0,M,0.0,0.00,29.47,30.19,5.7,8,6.4,Saturday,17,August,2013,24,20.56,0.63,810.0000000000002
2,2013-08-17,79,60,70.0,-3,12.78,62,0, 5,501,1851, ,M,M,M,0.00,29.53,30.18,6.0,7,6.3,Saturday,17,August,2013,19,21.11,0.59,810.0000000000002
1,2013-08-18,81,59,70.0,-2,13.89,63,0, 5,502,1849, ,0,M,0.0,0.00,29.41,30.14,3.7,8,4.8,Sunday,18,August,2013,22,21.11,0.63,808.1999999999998
2,2013-08-18,81,62,72.0,-2,13.89,64,0, 7,502,1849, ,M,M,M,0.00,29.48,30.13,4.2,8,4.8,Sunday,18,August,2013,19,22.22,0.59,808.1999999999998
1,2013-08-19,85,57,71.0,0,15.56,65,0, 6,503,1848, ,0,M,0.0,0.00,29.34,30.07,5.1,25,5.3,Monday,19,August,2013,28,21.67,0.68,807.0
2,2013-08-19,86,63,75.0,0,14.44,65,0,10,503,1848,HZ,M,M,M,0.00,29.41,30.06,3.8,25,4.6,Monday,19,August,2013,23,23.89,0.56,807.0
1,2013-08-20,88,66,77.0,6,16.67,68,0,12,504,1846, ,0,M,0.0,0.00,29.34,30.06,7.7,22,8.0,Tuesday,20,August,2013,22,25.0,0.6,805.2000000000002
2,2013-08-20,88,68,78.0,6,16.11,67,0,13,504,1846, ,M,M,M,0.00,29.41,30.05,7.0,21,7.5,Tuesday,20,August,2013,20,25.56,0.56,805.2000000000002
1,2013-08-21,90,68,79.0,8,18.33,70,0,14,505,1845,RA,0,M,0.0,0.01,29.30,30.02,8.6,23,9.0,Wednesday,21,August,2013,22,26.11,0.62,804.0
2,2013-08-21,91,70,81.0,8,17.78,70,0,16,505,1845,RA,M,M,M,0.05,29.37,30.02,9.0,22,9.3,Wednesday,21,August,2013,21,27.22,0.56,804.0
1,2013-08-22,78,68,73.0,2,19.44,69,0, 8,506,1843,RA,0,M,0.0,0.23,29.36,30.05,1.5,23,7.0,Thursday,22,August,2013,10,22.78,0.81,802.2
2,2013-08-22,78,67,73.0,2,18.89,68,0, 8,506,1843,RA,M,M,M,0.36,29.42,30.05,2.5,24,7.0,Thursday,22,August,2013,11,22.78,0.79,802.2
1,2013-08-23,82,62,72.0,1,12.78,63,0, 7,508,1842,BR,0,M,0.0,0.00,29.43,30.14,6.1,6,6.8,Friday,23,August,2013,20,22.22,0.55,800.4000000000001
2,2013-08-23,81,64,73.0,1,12.78,63,0, 8,508,1842,BR,M,M,M,0.00,29.49,30.13,7.2,6,8.0,Friday,23,August,2013,17,22.78,0.53,800.4000000000001
1,2013-08-24,86,60,73.0,2,15.0,65,0, 8,509,1840, ,0,M,0.0,0.00,29.49,30.20,5.3,17,6.1,Saturday,24,August,2013,26,22.78,0.62,798.6
2,2013-08-24,86,64,75.0,2,13.33,64,0,10,509,1840, ,M,M,M,0.00,29.55,30.20,4.6,16,5.9,Saturday,24,August,2013,22,23.89,0.52,798.6
1,2013-08-25,89,65,77.0,7,16.67,68,0,12,510,1839, ,0,M,0.0,0.00,29.46,30.18,9.2,22,9.6,Sunday,25,August,2013,24,25.0,0.6,797.4000000000001
2,2013-08-25,89,68,79.0,7,15.56,67,0,14,510,1839, ,M,M,M,0.00,29.52,30.17,9.6,21,10.1,Sunday,25,August,2013,21,26.11,0.52,797.4000000000001
1,2013-08-26,92,70,81.0,11,20.0,72,0,16,511,1837, ,0,M,0.0,0.00,29.34,30.06,9.0,24,9.4,Monday,26,August,2013,22,27.22,0.65,795.6
2,2013-08-26,92,70,81.0,11,18.89,71,0,16,511,1837, ,M,M,M,0.00,29.41,30.06,9.2,23,9.5,Monday,26,August,2013,22,27.22,0.6,795.6
1,2013-08-27,96,77,87.0,17,21.11,75,0,22,512,1835, ,0,M,0.0,0.00,29.18,29.90,11.7,24,12.0,Tuesday,27,August,2013,19,30.56,0.57,793.8
2,2013-08-27,96,77,87.0,17,20.0,74,0,22,512,1835, ,M,M,M,0.00,29.24,29.89,12.5,24,12.7,Tuesday,27,August,2013,19,30.56,0.53,793.8
1,2013-08-28,83,71,77.0,7,20.56,72,0,12,513,1834, ,0,M,0.0,0.00,29.26,29.95,6.9,3,9.3,Wednesday,28,August,2013,12,25.0,0.76,792.6000000000001
2,2013-08-28,83,71,77.0,7,19.44,71,0,12,513,1834,BR,M,M,M,0.00,29.32,29.94,5.8,36,8.7,Wednesday,28,August,2013,12,25.0,0.71,792.6000000000001
1,2013-08-29,89,66,78.0,8,17.78,69,0,13,514,1832,BR HZ,0,M,0.0,0.00,29.29,30.01,3.9,10,4.7,Thursday,29,August,2013,23,25.56,0.62,790.8000000000001
2,2013-08-29,87,69,78.0,8,18.33,69,0,13,514,1832,FG BR HZ,M,M,M,0.00,29.36,30.00,4.2,10,4.6,Thursday,29,August,2013,18,25.56,0.64,790.8000000000001
1,2013-08-30,96,67,82.0,12,20.0,72,0,17,515,1831,BR,0,M,0.0,0.36,29.13,29.86,4.4,26,8.3,Friday,30,August,2013,29,27.78,0.63,789.5999999999999
2,2013-08-30,96,69,83.0,12,19.44,71,0,18,515,1831,TSRA RA,M,M,M,0.47,29.21,29.85,5.3,24,7.8,Friday,30,August,2013,27,28.33,0.59,789.5999999999999
1,2013-08-31,78,71,75.0,6,19.44,69,0,10,516,1829,TS TSRA,0,M,0.0,0.07,29.10,29.82,6.1,5,7.2,Saturday,31,August,2013,7,23.89,0.76,787.7999999999998
2,2013-08-31,77,70,74.0,6,18.89,68,0, 9,516,1829,TS TSRA RA BR,M,M,M,0.96,29.16,29.81,5.8,4,7.0,Saturday,31,August,2013,7,23.33,0.76,787.7999999999998
1,2013-09-01,85,65,75.0,7,19.44,70,0,10,517,1827,TS,0,M,0.0,0.14,29.05,29.76,4.2,29,5.2,Sunday,1,September,2013,20,23.89,0.76,786.0
2,2013-09-01,84,68,76.0,7,18.89,69,0,11,517,1827, ,M,M,M,0.02,29.11,29.75,3.9,27,5.8,Sunday,1,September,2013,16,24.44,0.71,786.0
1,2013-09-02,79,60,70.0,2,16.11,64,0, 5,518,1826, ,0,M,0.0,0.00,29.21,29.90,8.1,2,9.2,Monday,2,September,2013,19,21.11,0.73,784.8000000000002
2,2013-09-02,77,62,70.0,2,15.56,64,0, 5,518,1826, ,M,M,M,0.00,29.27,29.89,7.5,2,8.7,Monday,2,September,2013,15,21.11,0.71,784.8000000000002
1,2013-09-03,77,57,67.0,-1,12.22,59,0, 2,519,1824, ,0,M,0.0,0.00,29.32,30.02,4.0,30,5.8,Tuesday,3,September,2013,20,19.44,0.63,782.9999999999998
2,2013-09-03,76,58,67.0,-1,12.22,60,0, 2,519,1824, ,M,M,M,0.00,29.39,30.02,1.5,34,4.6,Tuesday,3,September,2013,18,19.44,0.63,782.9999999999998
1,2013-09-04,84,59,72.0,4,13.89,63,0, 7,520,1822, ,0,M,0.0,0.00,29.37,30.08,6.2,26,7.0,Wednesday,4,September,2013,25,22.22,0.59,781.1999999999998
2,2013-09-04,84,59,72.0,4,12.78,62,0, 7,520,1822, ,M,M,M,0.00,29.44,30.08,6.4,25,6.8,Wednesday,4,September,2013,25,22.22,0.55,781.1999999999998
1,2013-09-05,74,59,67.0,0,12.22,60,0, 2,521,1821, ,0,M,0.0,0,29.49,30.20,9.0,5,9.2,Thursday,5,September,2013,15,19.44,0.63,780.0000000000001
2,2013-09-05,74,65,70.0,0,11.67,60,0, 5,521,1821, ,M,M,M,0.00,29.55,30.19,9.2,6,9.9,Thursday,5,September,2013,9,21.11,0.55,780.0000000000001
1,2013-09-06,86,57,72.0,5,14.44,64,0, 7,522,1819, ,0,M,0.0,0.00,29.38,30.11,4.7,20,6.0,Friday,6,September,2013,29,22.22,0.61,778.2
2,2013-09-06,85,62,74.0,5,12.78,63,0, 9,522,1819, ,M,M,M,0.00,29.44,30.11,4.3,17,6.0,Friday,6,September,2013,23,23.33,0.52,778.2
1,2013-09-07,88,65,77.0,10,16.67,68,0,12,523,1817, ,0,M,0.0,0.01,29.21,29.94,5.7,23,6.9,Saturday,7,September,2013,23,25.0,0.6,776.4000000000001
2,2013-09-07,87,68,78.0,10,16.11,67,0,13,523,1817, ,M,M,M,0.00,29.28,29.94,5.8,23,7.7,Saturday,7,September,2013,19,25.56,0.56,776.4000000000001
1,2013-09-08,77,71,74.0,8,18.89,69,0, 9,524,1815, ,0,M,0.0,0.00,29.26,29.98,10.5,7,11.9,Sunday,8,September,2013,6,23.33,0.76,774.5999999999999
2,2013-09-08,78,71,75.0,8,18.33,68,0,10,524,1815, ,M,M,M,0.00,29.33,29.96,10.1,7,12.0,Sunday,8,September,2013,7,23.89,0.71,774.5999999999999
1,2013-09-09,94,68,81.0,15,21.11,74,0,16,525,1814, ,0,M,0.0,0.00,29.15,29.86,9.0,20,10.1,Monday,9,September,2013,26,27.22,0.69,773.4000000000001
2,2013-09-09,94,69,82.0,15,20.0,73,0,17,525,1814,HZ,M,M,M,0.00,29.22,29.86,8.5,20,9.2,Monday,9,September,2013,25,27.78,0.63,773.4000000000001
1,2013-09-10,95,77,86.0,20,17.78,71,0,21,526,1812, ,0,M,0.0,0.00,29.25,29.95,12.1,24,12.5,Tuesday,10,September,2013,18,30.0,0.48,771.6000000000001
2,2013-09-10,96,78,87.0,20,17.22,71,0,22,526,1812, ,M,M,M,0.00,29.32,29.94,12.2,24,12.5,Tuesday,10,September,2013,18,30.56,0.45,771.6000000000001
1,2013-09-11,91,75,83.0,18,18.89,71,0,18,527,1810, ,0,M,0.0,0,29.28,29.98,4.2,27,7.5,Wednesday,11,September,2013,16,28.33,0.57,769.8
2,2013-09-11,92,75,84.0,18,18.89,71,0,19,527,1810, ,M,M,M,0,29.34,29.97,5.1,25,6.9,Wednesday,11,September,2013,17,28.89,0.55,769.8
1,2013-09-12,82,62,72.0,7,15.0,64,0, 7,528,1809,RA,0,M,0.0,0,29.28,29.98,7.0,35,9.4,Thursday,12,September,2013,20,22.22,0.64,768.6000000000001
2,2013-09-12,83,63,73.0,7,14.44,64,0, 8,528,1809, ,M,M,M,0.06,29.34,29.97,6.8,34,9.8,Thursday,12,September,2013,20,22.78,0.59,768.6000000000001
1,2013-09-13,67,52,60.0,-5,7.22,52,5, 0,529,1807, ,0,M,0.0,0.00,29.41,30.13,10.7,1,11.5,Friday,13,September,2013,15,15.56,0.58,766.8000000000001
2,2013-09-13,67,54,61.0,-5,7.22,53,4, 0,529,1807, ,M,M,M,0,29.47,30.12,12.8,1,13.5,Friday,13,September,2013,13,16.11,0.56,766.8000000000001
1,2013-09-14,72,47,60.0,-4,6.11,52,5, 0,530,1805, ,0,M,0.0,0.00,29.36,30.10,4.7,21,5.9,Saturday,14,September,2013,25,15.56,0.53,765.0
2,2013-09-14,72,51,62.0,-4,5.0,52,3, 0,530,1805, ,M,M,M,0.00,29.44,30.11,5.3,19,6.3,Saturday,14,September,2013,21,16.67,0.46,765.0
1,2013-09-15,62,56,59.0,-5,11.11,55,6, 0,531,1803,RA BR,0,M,0.0,0.65,29.34,30.06,1.1,2,5.4,Sunday,15,September,2013,6,15.0,0.78,763.2000000000003
2,2013-09-15,62,58,60.0,-5,10.56,55,5, 0,531,1803,RA DZ BR,M,M,M,0.24,29.41,30.06,0.4,19,5.1,Sunday,15,September,2013,4,15.56,0.72,763.2000000000003
1,2013-09-16,64,51,58.0,-6,8.33,52,7, 0,532,1760, ,0,M,0.0,0.00,29.59,30.30,9.7,3,10.8,Monday,16,September,2013,13,14.44,0.67,736.8
2,2013-09-16,64,55,60.0,-6,8.33,53,5, 0,532,1760, ,M,M,M,0,29.65,30.29,11.4,3,12.8,Monday,16,September,2013,9,15.56,0.62,736.8
1,2013-09-17,71,49,60.0,-4,10.56,56,5, 0,533,1758, ,0,M,0.0,0.00,29.49,30.23,7.0,13,7.6,Tuesday,17,September,2013,22,15.56,0.72,735.0
2,2013-09-17,70,53,62.0,-4,9.44,55,3, 0,533,1758, ,M,M,M,0,29.55,30.23,7.2,12,8.2,Tuesday,17,September,2013,17,16.67,0.62,735.0
1,2013-09-18,81,60,71.0,7,15.56,64,0, 6,535,1756, ,0,M,0.0,0.55,29.26,30.01,8.7,18,9.0,Wednesday,18,September,2013,21,21.67,0.68,732.5999999999999
2,2013-09-18,82,62,72.0,7,14.44,62,0, 7,535,1756,TS HZ,M,M,M,0.51,29.35,30.02,6.7,17,9.1,Wednesday,18,September,2013,20,22.22,0.61,732.5999999999999
1,2013-09-19,84,69,77.0,14,20.0,70,0,12,536,1755,TS TSRA RA FG BR HZ,0,M,0.0,0.84,29.14,29.87,8.3,16,10.6,Thursday,19,September,2013,15,25.0,0.74,731.4
2,2013-09-19,84,70,77.0,14,18.89,69,0,12,536,1755,RA BR HZ,M,M,M,0,29.21,29.87,7.8,16,10.0,Thursday,19,September,2013,14,25.0,0.69,731.4
1,2013-09-20,76,58,67.0,5,15.56,63,0, 2,537,1753, ,0,M,0.0,0,29.08,29.80,10.1,26,11.0,Friday,20,September,2013,18,19.44,0.78,729.6000000000001
2,2013-09-20,77,59,68.0,5,15.0,63,0, 3,537,1753, ,M,M,M,0.02,29.15,29.80,10.3,26,11.2,Friday,20,September,2013,18,20.0,0.73,729.6000000000001
1,2013-09-21,67,52,60.0,-2,8.89,53,5, 0,538,1751, ,0,M,0.0,0.00,29.17,29.87,9.6,33,10.0,Saturday,21,September,2013,15,15.56,0.65,727.8000000000002
2,2013-09-21,67,51,59.0,-2,7.78,53,6, 0,538,1751, ,M,M,M,0.00,29.23,29.87,9.0,33,9.5,Saturday,21,September,2013,16,15.0,0.62,727.8000000000002
1,2013-09-22,67,49,58.0,-4,8.33,52,7, 0,539,1749, ,0,M,0.0,0.00,29.30,30.01,6.2,4,7.5,Sunday,22,September,2013,18,14.44,0.67,725.9999999999999
2,2013-09-22,67,49,58.0,-4,7.22,51,7, 0,539,1749, ,M,M,M,0.00,29.36,30.01,4.8,5,6.8,Sunday,22,September,2013,18,14.44,0.62,725.9999999999999
1,2013-09-23,67,46,57.0,-4,8.89,53,8, 0,540,1748, ,0,M,0.0,0.00,29.34,30.06,4.9,10,6.1,Monday,23,September,2013,21,13.89,0.72,724.8
2,2013-09-23,67,50,59.0,-4,7.22,52,6, 0,540,1748, ,M,M,M,0.00,29.41,30.06,6.8,11,7.6,Monday,23,September,2013,17,15.0,0.6,724.8
1,2013-09-24,70,49,60.0,-1,9.44,54,5, 0,541,1746, ,0,M,0.0,0.00,29.26,30.00,6.2,10,8.0,Tuesday,24,September,2013,21,15.56,0.67,723.0000000000001
2,2013-09-24,91,52,72.0,-1,8.89,54,M,M,541,1746, ,M,M,M,0.00,29.33,30.00,5.8,9,7.7,Tuesday,24,September,2013,39,22.22,0.43,723.0000000000001
1,2013-09-25,70,51,61.0,0,11.11,56,4, 0,542,1744, ,0,M,0.0,0.00,29.23,29.95,4.8,5,5.7,Wednesday,25,September,2013,19,16.11,0.72,721.2
2,2013-09-25,71,56,64.0,0,10.56,56,1, 0,542,1744, ,M,M,M,0.00,29.29,29.95,5.9,6,6.6,Wednesday,25,September,2013,15,17.78,0.63,721.2
1,2013-09-26,75,50,63.0,3,11.11,58,2, 0,543,1742,BR,0,M,0.0,0.00,29.34,30.04,3.8,8,4.2,Thursday,26,September,2013,25,17.22,0.67,719.4000000000001
2,2013-09-26,75,55,65.0,3,11.11,58,0, 0,543,1742, ,M,M,M,0.00,29.40,30.04,4.1,9,4.6,Thursday,26,September,2013,20,18.33,0.63,719.4000000000001
1,2013-09-27,81,52,67.0,7,10.56,57,0, 2,544,1741, ,0,M,0.0,0.00,29.38,30.09,7.0,13,7.4,Friday,27,September,2013,29,19.44,0.56,718.1999999999998
2,2013-09-27,80,57,69.0,7,8.89,57,0, 4,544,1741, ,M,M,M,0.00,29.44,30.09,6.6,12,7.3,Friday,27,September,2013,23,20.56,0.47,718.1999999999998
1,2013-09-28,84,55,70.0,11,13.33,62,0, 5,545,1739,RA BR,0,M,0.0,0.20,29.24,29.98,10.9,19,12.7,Saturday,28,September,2013,29,21.11,0.61,716.4000000000001
2,2013-09-28,85,58,72.0,11,12.22,61,0, 7,545,1739,RA BR,M,M,M,0.02,29.31,29.98,10.2,18,11.3,Saturday,28,September,2013,27,22.22,0.53,716.4000000000001
1,2013-09-29,68,51,60.0,1,9.44,54,5, 0,546,1737,RA BR,0,M,0.0,0.18,29.29,30.01,6.0,36,7.6,Sunday,29,September,2013,17,15.56,0.67,714.6
2,2013-09-29,84,53,69.0,1,8.89,54,M,M,546,1737,RA BR,M,M,M,0.22,29.36,30.01,6.3,36,7.8,Sunday,29,September,2013,31,20.56,0.47,714.6
1,2013-09-30,74,47,61.0,2,9.44,55,4, 0,547,1735, ,0,M,0.0,0.00,29.21,29.93,5.8,19,6.2,Monday,30,September,2013,27,16.11,0.65,712.8
2,2013-09-30,76,50,63.0,2,8.33,55,2, 0,547,1735, ,M,M,M,0.00,29.28,29.93,4.2,19,4.9,Monday,30,September,2013,26,17.22,0.56,712.8
1,2013-10-01,79,62,71.0,13,16.67,65,0, 6,548,1734,BR,0,M,0.0,0.00,29.21,29.92,12.5,22,12.2,Tuesday,1,October,2013,17,21.67,0.73,711.6000000000001
2,2013-10-01,79,62,71.0,13,16.11,64,0, 6,548,1734,BR HZ,M,M,M,0.00,29.28,29.92,11.9,21,11.5,Tuesday,1,October,2013,17,21.67,0.71,711.6000000000001
1,2013-10-02,76,62,69.0,11,10.0,59,0, 4,549,1732,BR,0,M,0.0,0.00,29.31,30.02,4.7,7,6.4,Wednesday,2,October,2013,14,20.56,0.51,709.8
2,2013-10-02,77,64,71.0,11,10.0,59,0, 6,549,1732,BR HZ,M,M,M,0.00,29.37,30.02,5.2,7,7.3,Wednesday,2,October,2013,13,21.67,0.47,709.8
1,2013-10-03,78,60,69.0,12,18.33,67,0, 4,550,1730,RA DZ FG+ BR,0,M,0.0,0.12,29.19,29.91,7.4,19,7.9,Thursday,3,October,2013,18,20.56,0.87,708.0
2,2013-10-03,78,64,71.0,12,18.33,67,0, 6,550,1730,RA DZ FG+ BR HZ,M,M,M,0.80,29.26,29.91,7.1,19,7.7,Thursday,3,October,2013,14,21.67,0.81,708.0
1,2013-10-04,74,65,70.0,13,18.33,66,0, 5,552,1729,RA BR,0,M,0.0,0,29.23,29.94,2.6,12,6.2,Friday,4,October,2013,9,21.11,0.84,706.1999999999998
2,2013-10-04,76,66,71.0,13,17.78,66,0, 6,552,1729,BR HZ,M,M,M,0.00,29.29,29.94,2.0,16,6.0,Friday,4,October,2013,10,21.67,0.79,706.1999999999998
1,2013-10-05,80,61,71.0,14,18.89,68,0, 6,553,1727,TSRA BR,0,M,0.0,0.82,29.11,29.84,5.2,19,6.4,Saturday,5,October,2013,19,21.67,0.84,704.4000000000001
2,2013-10-05,81,65,73.0,14,18.89,68,0, 8,553,1727,BR HZ,M,M,M,0.68,29.18,29.83,6.7,19,8.1,Saturday,5,October,2013,16,22.78,0.79,704.4000000000001
1,2013-10-06,64,45,55.0,-1,6.67,49,10, 0,554,1725,RA,0,M,0.0,0.09,29.02,29.75,8.7,25,9.5,Sunday,6,October,2013,19,12.78,0.66,702.6
2,2013-10-06,76,48,62.0,-1,6.67,50,M,M,554,1725,RA DZ BR,M,M,M,0.06,29.10,29.76,10.1,25,10.6,Sunday,6,October,2013,28,16.67,0.52,702.6
1,2013-10-07,68,45,57.0,1,7.22,50,8, 0,555,1724, ,0,M,0.0,0,29.23,29.92,6.1,28,9.0,Monday,7,October,2013,23,13.89,0.64,701.3999999999999
2,2013-10-07,67,45,56.0,1,6.67,50,9, 0,555,1724, ,M,M,M,0.00,29.30,29.94,6.3,26,9.1,Monday,7,October,2013,22,13.33,0.64,701.3999999999999
1,2013-10-08,75,43,59.0,3,8.89,53,6, 0,556,1722, ,0,M,0.0,0.00,29.42,30.13,4.7,18,5.6,Tuesday,8,October,2013,32,15.0,0.67,699.5999999999999
2,2013-10-08,76,49,63.0,3,7.78,53,2, 0,556,1722, ,M,M,M,0.00,29.49,30.13,4.0,17,5.0,Tuesday,8,October,2013,27,17.22,0.54,699.5999999999999
1,2013-10-09,71,48,60.0,5,8.33,53,5, 0,557,1720, ,0,M,0.0,0.00,29.45,30.18,3.6,12,4.6,Wednesday,9,October,2013,23,15.56,0.62,697.8
2,2013-10-09,70,52,61.0,5,8.33,53,4, 0,557,1720, ,M,M,M,0.00,29.52,30.18,3.4,11,4.9,Wednesday,9,October,2013,18,16.11,0.6,697.8
1,2013-10-10,74,46,60.0,5,10.0,55,5, 0,558,1719,BR,0,M,0.0,0.00,29.37,30.11,2.9,13,3.9,Thursday,10,October,2013,28,15.56,0.7,696.6000000000001
2,2013-10-10,75,51,63.0,5,9.44,55,2, 0,558,1719, ,M,M,M,0.00,29.44,30.11,3.0,12,3.8,Thursday,10,October,2013,24,17.22,0.6,696.6000000000001
1,2013-10-11,76,51,64.0,10,10.56,56,1, 0,559,1717, ,0,M,0.0,0.00,29.28,30.02,7.3,14,7.7,Friday,11,October,2013,25,17.78,0.63,694.8000000000001
2,2013-10-11,77,56,67.0,10,8.89,56,0, 2,559,1717, ,M,M,M,0.00,29.36,30.02,6.1,14,6.9,Friday,11,October,2013,21,19.44,0.51,694.8000000000001
1,2013-10-12,73,46,60.0,6,12.22,57,5, 0,600,1715,RA BR,0,M,0.0,0.12,29.32,30.02,5.7,21,7.4,Saturday,12,October,2013,27,15.56,0.81,669.0
2,2013-10-12,73,53,63.0,6,11.11,57,2, 0,600,1715, ,M,M,M,0.01,29.39,30.02,6.0,21,8.6,Saturday,12,October,2013,20,17.22,0.67,669.0
1,2013-10-13,64,44,54.0,1,5.0,48,11, 0,602,1714, ,0,M,0.0,0.00,29.62,30.32,5.3,32,6.6,Sunday,13,October,2013,20,12.22,0.61,667.2
2,2013-10-13,65,46,56.0,1,4.44,48,9, 0,602,1714, ,M,M,M,0.00,29.68,30.33,3.1,34,5.0,Sunday,13,October,2013,19,13.33,0.55,667.2
1,2013-10-14,62,42,52.0,-1,6.67,49,13, 0,603,1712, ,0,M,0.0,0.00,29.53,30.29,6.6,8,8.4,Monday,14,October,2013,20,11.11,0.74,665.4000000000001
2,2013-10-14,62,45,54.0,-1,6.11,49,11, 0,603,1712, ,M,M,M,0.00,29.59,30.29,7.2,8,8.4,Monday,14,October,2013,17,12.22,0.66,665.4000000000001
1,2013-10-15,64,49,57.0,4,10.56,54,8, 0,604,1711,RA BR,0,M,0.0,0.07,29.14,29.91,7.6,19,10.6,Tuesday,15,October,2013,15,13.89,0.8,664.1999999999999
2,2013-10-15,65,51,58.0,4,10.0,54,7, 0,604,1711,RA BR,M,M,M,0.09,29.22,29.92,6.9,19,9.7,Tuesday,15,October,2013,14,14.44,0.75,664.1999999999999
1,2013-10-16,54,47,51.0,-1,7.22,48,14, 0,605,1709,DZ,0,M,0.0,0,29.16,29.89,10.5,25,10.8,Wednesday,16,October,2013,7,10.56,0.8,662.4000000000001
2,2013-10-16,54,47,51.0,-1,6.11,47,14, 0,605,1709,DZ,M,M,M,0,29.23,29.91,10.5,25,10.7,Wednesday,16,October,2013,7,10.56,0.74,662.4000000000001
1,2013-10-17,53,40,47.0,-5,6.67,46,18, 0,606,1707,RA BR,0,M,0.0,0.29,29.12,29.86,6.1,26,6.9,Thursday,17,October,2013,13,8.33,0.89,660.6000000000001
2,2013-10-17,54,44,49.0,-5,6.11,47,16, 0,606,1707,RA BR HZ,M,M,M,0.17,29.20,29.88,7.1,24,7.9,Thursday,17,October,2013,10,9.44,0.8,660.6000000000001
1,2013-10-18,50,39,45.0,-6,4.44,43,20, 0,607,1706, ,0,M,0.0,0.00,29.18,29.91,8.3,26,8.7,Friday,18,October,2013,11,7.22,0.82,659.3999999999999
2,2013-10-18,50,42,46.0,-6,3.89,43,19, 0,607,1706, ,M,M,M,0.00,29.26,29.93,7.9,25,8.6,Friday,18,October,2013,8,7.78,0.76,659.3999999999999
1,2013-10-19,54,42,48.0,-3,2.78,42,17, 0,608,1704,RA,0,M,0.0,0.01,29.10,29.83,8.9,25,9.2,Saturday,19,October,2013,12,8.89,0.66,657.5999999999999
2,2013-10-19,54,43,49.0,-3,2.22,43,16, 0,608,1704,RA,M,M,M,0.01,29.17,29.85,10.1,24,10.4,Saturday,19,October,2013,11,9.44,0.61,657.5999999999999
1,2013-10-20,61,36,49.0,-1,5.56,46,16, 0,610,1703,RA,0,M,0.0,0.01,29.07,29.80,5.1,20,6.1,Sunday,20,October,2013,25,9.44,0.77,655.8000000000001
